"","SAMPLE_ID","CLAY","SILT","SAND","SOC","CaCO3","N","P","K","CEC","GPS_PROJ","GPS_LAT","GPS_LONG","LC1","LC2","LU1","LU2","MINERAL","COUNTRY"
"406","16277",4,40,56,10,0,1.1,55,101,2.2,"WGS84",52.25156,20.33399,"B15","8","U111","8","mineral","POLAND"
"407","16278",8,13,79,8.5,0,1,62.7,62.1,3.8,"WGS84",52.21088,20.1765,"B54","8","U111","8","mineral","POLAND"
"408","16279",4,10,87,10.9,0,1,71.3,52.7,0,"WGS84",52.3527,20.00151,"B18","8","U111","8","mineral","POLAND"
"409","16280",4,23,72,10,0,0.9,24.7,46.9,5.2,"WGS84",52.3827,19.85989,"B13","8","U111","8","mineral","POLAND"
"410","16281",6,22,72,7.7,0,0.8,15.4,77.4,3.2,"WGS84",52.31714,19.99346,"B45","8","U111","8","mineral","POLAND"
"411","16282",5,23,72,12,3,1.2,10.5,41.2,5,"WGS84",52.30427,19.93121,"B14","8","U111","8","mineral","POLAND"
"412","16285",10,21,69,11.1,64,1.2,0,55.4,9.1,"WGS84",52.21293,19.94028,"E20","8","U111","8","mineral","POLAND"
"413","16286",5,10,86,12.2,1,1.4,30.4,52.2,8.2,"WGS84",52.11421,20.03623,"E20","8","U111","8","mineral","POLAND"
"414","16287",8,16,76,8,1,0.9,35.8,347.3,5.9,"WGS84",52.07369,20.08605,"B23","8","U111","8","mineral","POLAND"
"415","16288",4,28,68,6.9,2,0.8,45.6,45.7,0,"WGS84",52.48695,19.91306,"B14","8","U111","8","mineral","POLAND"
"416","16289",7,53,40,11.8,1,1.3,20.8,56.6,4.4,"WGS84",52.48744,20.12156,"B13","8","U111","8","mineral","POLAND"
"417","16290",5,39,56,8,0,0.9,37.5,119.8,0,"WGS84",52.49519,20.24249,"B54","8","U111","8","mineral","POLAND"
"418","16291",19,46,34,39.2,1,3.6,88.7,257.3,18.7,"WGS84",51.80389,19.84937,"E20","8","U111","8","mineral","POLAND"
"419","16292",6,57,37,12.9,0,1.2,37.7,143.6,0,"WGS84",51.82483,20.0298,"B18","8","U111","8","mineral","POLAND"
"420","16293",5,9,86,15.9,0,1.6,33.6,44.6,9.8,"WGS84",51.98417,19.85971,"B18","8","U111","8","mineral","POLAND"
"421","16294",5,15,80,12.2,1,1.1,75,71.3,4.1,"WGS84",51.92353,19.9345,"B18","8","U111","8","mineral","POLAND"
"422","16295",3,29,67,9.2,0,0.9,68.8,42.9,2.9,"WGS84",51.91368,20.04986,"B18","8","U111","8","mineral","POLAND"
"423","16296",6,25,70,9.6,1,1,28.1,79,4.3,"WGS84",51.92403,20.14039,"B75","E10","U111","8","mineral","POLAND"
"424","16297",4,33,63,8.8,0,0.9,66.6,69,2.8,"WGS84",51.8707,20.12829,"B16","8","U111","8","mineral","POLAND"
"425","16298",13,23,64,34.7,1,3.3,0,38.2,18.7,"WGS84",52.00752,20.01214,"E20","8","U111","8","mineral","POLAND"
"426","16299",3,11,86,7.6,1,0.8,33.7,20.3,5,"WGS84",51.67516,20.08422,"E20","8","U111","8","mineral","POLAND"
"427","16300",7,57,35,15.5,0,1.3,90.4,89,2,"WGS84",51.69049,20.11723,"B14","8","U111","8","mineral","POLAND"
"428","16301",6,42,52,11.9,1,1,64.7,103.9,4.9,"WGS84",51.72057,19.97737,"B11","8","U111","8","mineral","POLAND"
"429","16302",6,20,73,6.6,0,0.7,29.9,48.9,2.1,"WGS84",51.63411,19.929,"E30","8","U112","8","mineral","POLAND"
"430","16303",6,20,74,13.1,0,1.1,33.9,79.9,4.5,"WGS84",51.59287,19.7741,"B14","8","U111","8","mineral","POLAND"
"431","16304",9,25,66,14.9,0,1.4,33.2,74,7.7,"WGS84",51.57265,19.79889,"B75","E10","U113","8","mineral","POLAND"
"432","16305",3,22,75,10.3,0,1,64.7,130.2,0,"WGS84",51.55245,19.82364,"B54","8","U111","8","mineral","POLAND"
"433","16306",5,14,81,8,1,0.7,62.8,67.3,2.6,"WGS84",51.50391,19.75491,"B18","8","U111","8","mineral","POLAND"
"434","16307",4,13,83,10.1,0,1.1,35.4,87.4,4.6,"WGS84",51.46592,19.7758,"B18","8","U111","8","mineral","POLAND"
"435","16308",7,21,72,13.1,0,1.1,41.4,148.2,7.2,"WGS84",51.43848,19.88614,"B15","8","U111","8","mineral","POLAND"
"436","16309",9,11,81,22.7,0,2,108.6,34,10.8,"WGS84",51.48206,20.01208,"E20","8","U111","8","mineral","POLAND"
"437","16310",3,8,89,12.3,0,0.7,41.9,10.8,3.7,"WGS84",51.40048,19.90692,"C20","8","U120","8","mineral","POLAND"
"438","16311",5,18,77,13.6,0,1.4,16.9,77.5,3.7,"WGS84",51.3907,20.02096,"E20","8","U111","8","mineral","POLAND"
"439","16312",4,9,87,16,0,1.2,91.9,46.4,2.2,"WGS84",51.32538,19.28199,"C10","8","U120","8","mineral","POLAND"
"440","16313",3,4,92,11.3,0,0.7,19.5,0,0,"WGS84",51.34093,19.3141,"C20","8","U120","8","mineral","POLAND"
"441","16314",9,41,50,14.9,0,1.5,16.2,58.4,5.5,"WGS84",51.15595,19.36307,"E20","8","U111","8","mineral","POLAND"
"442","16315",3,7,91,14.3,0,0.9,50.3,16.4,2.1,"WGS84",51.03587,19.28101,"C20","8","U120","8","mineral","POLAND"
"443","16316",8,65,26,9.2,0,1,28.3,102.8,4.3,"WGS84",51.04555,19.80063,"B14","8","U111","8","mineral","POLAND"
"444","16317",4,11,85,15,1,0.9,53.6,26.3,6.3,"WGS84",51.17526,19.56921,"C20","8","U120","8","mineral","POLAND"
"445","16318",4,22,73,9.4,1,0.9,74.5,92,2.8,"WGS84",51.18364,19.68647,"B15","8","U111","8","mineral","POLAND"
"446","16319",4,9,87,11.2,0,0.8,46.6,20.2,0,"WGS84",51.29379,19.44923,"C20","8","U120","8","mineral","POLAND"
"447","16320",6,49,45,7.9,0,0.9,31.7,22.1,2.2,"WGS84",51.58698,19.62707,"E20","8","U111","8","mineral","POLAND"
"448","16321",17,13,70,91.8,5,7,13.6,55.5,35.7,"WGS84",51.43274,19.73959,"E20","8","U111","8","mineral","POLAND"
"449","16322",4,18,78,8,0,0.9,82.9,56.6,3,"WGS84",51.42682,19.59307,"B13","8","U111","8","mineral","POLAND"
"450","16323",6,39,55,9.8,0,1.2,16.3,34.1,10.8,"WGS84",51.37821,19.52478,"B14","8","U111","8","mineral","POLAND"
"451","16324",3,8,89,7.7,2,0.6,24.7,37.1,2.8,"WGS84",51.54591,19.23987,"C20","8","U120","8","mineral","POLAND"
"452","16325",4,9,87,7.3,0,0.9,83.6,36.3,0,"WGS84",51.50802,19.26122,"B15","8","U111","8","mineral","POLAND"
"453","16326",8,18,74,7.9,1,0.9,56.2,85.1,3,"WGS84",51.5416,19.06443,"B54","8","U111","8","mineral","POLAND"
"454","16327",1,9,90,20.9,0,1.9,70.2,69.9,9.3,"WGS84",51.45458,19.25032,"B14","8","U111","8","mineral","POLAND"
"455","16328",1,4,94,19.2,0,1.7,51,43.1,7.2,"WGS84",51.4681,19.07878,"E20","8","U111","8","mineral","POLAND"
"456","16329",6,27,67,15.6,0,1.6,55.8,196.2,5.7,"WGS84",51.28359,18.40618,"B23","8","U111","8","mineral","POLAND"
"457","16330",3,20,77,6.1,0,0.6,33.6,82.7,0,"WGS84",51.14497,18.32317,"B14","8","U111","8","mineral","POLAND"
"458","16331",8,52,39,20.6,0,1.6,71.1,464.9,8.9,"WGS84",51.19475,18.13062,"B32","8","U111","8","mineral","POLAND"
"459","16332",4,20,77,15.8,0,1.3,37.9,137.3,7.4,"WGS84",51.30191,18.14954,"E10","8","U112","8","mineral","POLAND"
"460","16333",1,6,92,10.7,0,0.9,48.1,24.3,0,"WGS84",51.32363,18.09551,"B14","8","U111","8","mineral","POLAND"
"461","16334",11,19,70,9.3,2,1,67.8,112.3,8.6,"WGS84",51.41692,18.05439,"B11","8","U111","8","mineral","POLAND"
"462","16335",1,2,97,9.8,0,1,24.5,30.2,2.9,"WGS84",51.52821,19.0036,"E20","8","U111","8","mineral","POLAND"
"463","16336",3,6,90,81.2,0,3.1,19.7,40.6,6.4,"WGS84",51.50597,19.05731,"C30","8","U120","8","mineral","POLAND"
"464","16337",9,19,73,15.9,0,1.7,28.2,45.4,5.5,"WGS84",51.51701,18.91419,"E20","8","U111","8","mineral","POLAND"
"465","16338",6,21,73,7.1,0,0.8,32.2,78.2,8.3,"WGS84",51.3966,18.83261,"B11","8","U111","8","mineral","POLAND"
"466","16339",4,18,78,11.9,1,0.9,45.6,34.1,33.7,"WGS84",51.36784,18.97156,"B54","8","U111","8","mineral","POLAND"
"467","16340",6,22,72,9.1,0,1.1,48.9,69.1,3.5,"WGS84",51.29875,18.92936,"B13","8","U111","8","mineral","POLAND"
"468","16341",3,8,90,11.1,0,0.9,91.5,33.3,0,"WGS84",51.174,18.90503,"B15","8","U111","8","mineral","POLAND"
"469","16342",4,17,79,24.3,2,1.6,76.8,28.1,0,"WGS84",51.07138,18.82759,"C20","8","U120","8","mineral","POLAND"
"470","16344",5,34,61,22,0,1.5,0,38.2,6.2,"WGS84",51.14736,19.01528,"C30","8","U120","8","mineral","POLAND"
"471","16345",10,62,28,15,1,1.5,0,81.9,7.6,"WGS84",51.10952,19.03655,"B71","E10","U111","8","mineral","POLAND"
"472","16346",12,10,78,34.2,1,3,0,22.8,14.5,"WGS84",51.43025,19.10025,"E20","8","U111","8","mineral","POLAND"
"473","16347",7,47,46,10.7,1,0.9,45.8,165.6,3.9,"WGS84",51.05001,18.13362,"B16","8","U111","8","mineral","POLAND"
"474","16348",7,10,83,51.9,0,4.7,19.2,24.8,8,"WGS84",51.30776,19.04685,"E20","8","U111","8","mineral","POLAND"
"475","16349",11,14,75,60.2,1,4.9,45.2,18.6,26.1,"WGS84",51.35389,18.6796,"B21","8","U111","8","mineral","POLAND"
"476","16350",6,16,78,9,1,0.9,27.4,79.6,3,"WGS84",51.3339,18.70471,"B54","8","U111","8","mineral","POLAND"
"477","16351",23,28,49,10,50,0.8,31.5,155.7,15.8,"WGS84",51.23117,18.62744,"B13","8","U111","8","mineral","POLAND"
"478","16352",12,20,68,40.6,3,3.8,13.6,49,26.3,"WGS84",51.41587,18.57547,"B54","8","U111","8","mineral","POLAND"
"479","16353",5,12,83,24.3,0,2,51,26.9,8.8,"WGS84",51.46936,18.58557,"E20","8","U111","8","mineral","POLAND"
"480","16354",2,3,95,7,0,0.6,28.9,27.7,0,"WGS84",51.46612,18.38193,"B14","8","U111","8","mineral","POLAND"
"481","16355",5,9,87,25.5,0,1.1,23.4,0,0,"WGS84",51.36505,18.27641,"C20","8","U120","8","mineral","POLAND"
"482","16356",7,15,78,14.2,1,1.5,142.9,301.5,6.9,"WGS84",51.3724,18.42266,"B18","8","U111","8","mineral","POLAND"
"483","16357",3,4,93,13.8,0,1,64.7,38.8,82,"WGS84",51.33295,18.47311,"E10","8","U120","8","mineral","POLAND"
"484","16358",8,36,57,14.5,0,1,0,0,3.1,"WGS84",51.20468,18.73789,"C20","8","U120","8","mineral","POLAND"
"485","16359",8,59,33,12,0,0.9,0,26.9,4.3,"WGS84",51.03176,18.38888,"C20","8","U120","8","mineral","POLAND"
"486","16360",9,57,34,13.4,1,1.1,42.5,148.5,7.7,"WGS84",51.03994,18.27547,"B13","8","U111","8","mineral","POLAND"
"487","16361",3,10,87,31.7,1,2.1,35.2,36.3,4,"WGS84",50.98059,18.0927,"C10","8","U120","8","mineral","POLAND"
"488","16362",4,13,83,24.3,0,1.4,0,22.7,3,"WGS84",50.94292,18.11446,"C20","8","U120","8","mineral","POLAND"
"489","16363",7,24,69,12.3,0,1.3,51.1,79.2,4.6,"WGS84",50.86951,18.13051,"B13","8","U111","8","mineral","POLAND"
"490","16364",13,78,9,12.8,1,1.2,57,128.5,11.5,"WGS84",50.41809,19.95432,"B11","8","U111","8","mineral","POLAND"
"491","16365",12,57,31,12.9,0,1.4,49.1,128,8.4,"WGS84",50.43884,20.12928,"B11","8","U111","8","mineral","POLAND"
"492","16366",13,84,3,10.6,29,1.2,40.6,176.2,12.5,"WGS84",50.42123,20.52399,"B43","8","U111","8","mineral","POLAND"
"493","16367",13,9,77,42.8,4,3.5,0,65,19.5,"WGS84",50.45418,20.55992,"E20","8","U400","8","mineral","POLAND"
"494","16368",12,84,4,11.8,0,1.3,30.6,103.2,6.8,"WGS84",50.33945,20.02297,"B13","8","U111","8","mineral","POLAND"
"495","16369",43,46,11,31.6,169,2.7,41.6,678.5,31,"WGS84",50.33994,20.2217,"B11","8","U111","8","mineral","POLAND"
"496","16370",22,73,4,18.3,10,1.6,80.2,449.2,20.4,"WGS84",50.36969,20.28464,"B13","8","U111","8","mineral","POLAND"
"497","16371",37,15,48,29.7,5,2.8,0,257.5,35.5,"WGS84",50.42343,20.69541,"E20","8","U111","8","mineral","POLAND"
"498","16372",8,11,80,7.1,0,0.9,11.3,49.8,3.6,"WGS84",50.45436,21.13035,"E20","8","U111","8","mineral","POLAND"
"499","16373",16,57,27,14.3,1,1.4,39.7,259.7,7.7,"WGS84",50.34365,21.33197,"B18","8","U111","8","mineral","POLAND"
"500","16374",32,35,33,22.2,2,2.2,22,455.4,17.9,"WGS84",50.39778,20.77498,"E20","8","U111","8","mineral","POLAND"
"501","16375",24,15,61,15.5,0,1.8,17.7,94.9,16.1,"WGS84",50.37377,21.02573,"B15","8","U111","8","mineral","POLAND"
"502","16376",33,52,16,30.9,5,2.9,28.8,372.6,24.3,"WGS84",50.47436,21.47789,"E20","8","U111","8","mineral","POLAND"
"503","16377",19,78,3,11.2,1,1.3,28.9,126.6,7.5,"WGS84",50.66933,21.52612,"B11","8","U111","8","mineral","POLAND"
"504","16378",18,29,53,22.7,1,2.2,0,68.1,19.8,"WGS84",50.40347,21.46049,"E20","8","U111","8","mineral","POLAND"
"505","16379",8,75,17,7.5,1,1,16,55.3,4.9,"WGS84",50.56299,21.49977,"B73","E10","U111","8","mineral","POLAND"
"506","16380",5,58,37,9.2,0,0.8,29.6,74.5,2.6,"WGS84",50.6395,21.46146,"B18","8","U111","8","mineral","POLAND"
"507","16381",6,17,77,26.9,0,2,46.2,46.3,3.8,"WGS84",50.4248,21.60847,"E20","8","U111","8","mineral","POLAND"
"508","16382",4,13,83,12.1,1,1.2,13.4,45.6,0,"WGS84",50.29847,21.77655,"E20","8","U111","8","mineral","POLAND"
"509","16383",16,21,63,13,7,1.5,10.4,100.6,10.9,"WGS84",50.2224,21.27434,"B54","8","U111","8","mineral","POLAND"
"510","16384",15,65,20,18.5,0,1.6,26.7,73.8,7.8,"WGS84",50.12256,21.36379,"B75","E10","U111","8","mineral","POLAND"
"511","16385",10,33,57,15.3,0,1.5,10.2,66.6,8.4,"WGS84",50.18506,21.46414,"B18","8","U111","8","mineral","POLAND"
"512","16386",10,16,75,29.6,1,2.4,19.2,225.1,3.6,"WGS84",50.22474,21.78653,"E20","8","U111","8","mineral","POLAND"
"513","16387",9,12,79,11.5,1,1.1,25.5,52.5,7,"WGS84",50.18007,21.15059,"B18","8","U111","8","mineral","POLAND"
"514","16389",7,10,83,11.6,0,1.3,61.1,77.5,7.6,"WGS84",50.19897,20.95641,"B23","8","U113","8","mineral","POLAND"
"515","16390",3,7,90,5.6,2,0.6,36.7,62.1,3.4,"WGS84",50.29468,21.09247,"E20","8","U370","8","mineral","POLAND"
"516","16391",31,56,13,21.3,0,2.1,10.7,210.1,19.7,"WGS84",50.1794,20.78171,"E20","8","U111","8","mineral","POLAND"
"517","16392",4,17,79,10.4,0,1,36.5,40.2,2.2,"WGS84",52.45843,21.24701,"E20","8","U111","8","mineral","POLAND"
"518","16393",18,78,5,11.3,0,1.3,13.2,109.3,12.4,"WGS84",50.29386,20.72272,"B43","8","U111","8","mineral","POLAND"
"519","16394",20,32,48,19.7,0,2,0,96.6,13.5,"WGS84",50.29429,20.52396,"E20","8","U111","8","mineral","POLAND"
"520","16395",2,7,92,7.6,0,0.8,44.7,16.7,0,"WGS84",52.44329,20.82581,"E30","8","U400","8","mineral","POLAND"
"521","16396",6,13,81,10.6,0,1,32.2,28.2,0,"WGS84",52.45032,20.94676,"E10","8","U400","8","mineral","POLAND"
"522","16397",5,28,67,10,0,0.9,14.9,37.6,4,"WGS84",52.5071,20.72229,"B14","8","U111","8","mineral","POLAND"
"523","16398",3,9,88,21.6,0,1.4,29.4,23.7,4.7,"WGS84",52.43947,21.06329,"C30","8","U120","8","mineral","POLAND"
"524","16399",4,13,83,11.7,1,0.9,58.4,29.1,0,"WGS84",52.49809,21.01841,"B32","8","U111","8","mineral","POLAND"
"525","16400",4,8,88,12.5,1,1,79.6,67.8,2.8,"WGS84",52.05555,21.46989,"B14","8","U111","8","mineral","POLAND"
"526","16401",2,4,93,12.4,0,1.1,35.3,19.2,2.9,"WGS84",52.06192,21.58991,"E20","8","U111","8","mineral","POLAND"
"527","16402",8,9,84,23.2,0,2.1,13.8,56.4,8.1,"WGS84",52.10972,21.8396,"B15","8","U111","8","mineral","POLAND"
"528","16403",4,15,81,10,0,1,38.5,145.8,3.5,"WGS84",51.99766,21.8687,"B54","8","U111","8","mineral","POLAND"
"529","16404",14,24,62,14.9,0,1.6,29.1,86.7,11.1,"WGS84",51.98891,21.77769,"B54","8","U111","8","mineral","POLAND"
"530","16405",7,12,81,160.1,0,6.8,38.9,74.8,22.6,"WGS84",52.05621,21.64761,"C10","8","U120","8","organic","POLAND"
"531","16406",2,3,95,9.3,0,0.7,47.6,16.9,0,"WGS84",52.02987,21.72942,"C10","8","U120","8","mineral","POLAND"
"532","16408",7,24,70,10.3,0,1.1,19.2,36.4,4.3,"WGS84",52.32208,22.07551,"E20","8","U111","8","mineral","POLAND"
"533","16409",5,16,79,6.7,0,0.8,41.9,47.1,3.3,"WGS84",51.632,21.88923,"B54","8","U111","8","mineral","POLAND"
"534","16410",4,6,91,7.1,0,0.8,37.5,12.6,3,"WGS84",51.80089,21.28683,"C30","8","U120","8","mineral","POLAND"
"535","16411",8,25,67,10.2,0,1,64,93.2,3.1,"WGS84",51.83635,21.2958,"E20","8","U111","8","mineral","POLAND"
"536","16412",7,20,73,8.5,2,0.9,23,61.2,6.6,"WGS84",51.92978,21.8212,"B54","8","U111","8","mineral","POLAND"
"537","16413",6,15,78,20.5,2,1.7,21.2,65.1,5,"WGS84",51.90332,21.9026,"E20","8","U111","8","mineral","POLAND"
"538","16414",7,21,72,36.8,0,2.8,16.8,53.9,8.6,"WGS84",51.93508,21.58635,"C10","8","U120","8","mineral","POLAND"
"539","16415",2,6,91,14.7,0,0.8,16.5,0,0,"WGS84",51.88535,21.7208,"C20","8","U120","8","mineral","POLAND"
"540","16417",4,26,70,14.7,0,1.2,94.2,36.6,2.8,"WGS84",51.3625,21.49781,"B14","8","U111","8","mineral","POLAND"
"541","16418",4,11,85,8.2,0,0.7,44.9,23.3,2.9,"WGS84",51.36029,21.70122,"E20","8","U111","8","mineral","POLAND"
"542","16419",1,6,93,49.1,1,1.4,0,20.7,4.2,"WGS84",51.49779,21.41539,"C20","8","U120","8","mineral","POLAND"
"543","16420",2,7,92,7.4,0,0.7,32.6,11.1,0,"WGS84",51.58359,21.46641,"C30","8","U120","8","mineral","POLAND"
"544","16422",3,6,91,14.8,0,0.9,19.8,18.8,2.6,"WGS84",51.54533,21.48594,"C30","8","U120","8","mineral","POLAND"
"545","16423",14,52,34,14.4,1,1.5,12.5,128.2,11.2,"WGS84",51.56656,21.63771,"B18","8","U111","8","mineral","POLAND"
"546","16424",15,26,59,14.6,1,1.5,80.2,315.3,9.2,"WGS84",51.469,22.05263,"B32","8","U111","8","mineral","POLAND"
"547","16425",6,37,57,12.4,0,1.2,30.2,179.2,2.5,"WGS84",51.42536,21.77643,"B15","8","U111","8","mineral","POLAND"
"548","16426",4,19,77,8.9,0,0.8,41,46.1,3.7,"WGS84",51.65814,22.33653,"B18","8","U111","8","mineral","POLAND"
"549","16427",4,19,77,6.2,0,0.7,68.4,109.6,3,"WGS84",51.65851,22.16053,"B36","8","U111","8","mineral","POLAND"
"550","16428",6,21,74,7.6,1,0.8,60.4,46.4,0,"WGS84",51.67922,21.9603,"B54","8","U111","8","mineral","POLAND"
"551","16429",15,82,3,10.4,1,1.3,33,82.2,7.2,"WGS84",50.14141,20.00888,"B23","8","U111","8","mineral","POLAND"
"552","16430",2,11,87,5.7,1,0.6,35.6,44.7,3.1,"WGS84",51.48458,22.08431,"E30","8","U112","8","mineral","POLAND"
"553","16431",2,7,91,6.7,0,0.6,28,24.4,2.4,"WGS84",52.04187,22.14711,"E10","8","U400","8","mineral","POLAND"
"554","16432",38,52,11,111.6,220,11.2,288,58.7,44.2,"WGS84",52.02409,21.78706,"E20","8","U111","8","organic","POLAND"
"555","16433",4,18,78,8.6,0,0.8,38.5,34.9,2.2,"WGS84",51.53471,22.12716,"B14","8","U111","8","mineral","POLAND"
"556","16435",3,5,92,5.4,0,0.5,32.4,50.3,0,"WGS84",52.22774,21.9303,"B14","8","U111","8","mineral","POLAND"
"557","16436",17,18,65,67.6,102,7.1,111.9,50,34.6,"WGS84",52.20969,22.28259,"E20","8","U111","8","mineral","POLAND"
"558","16437",5,20,76,9.9,0,1,42.8,104.2,4.5,"WGS84",52.1303,22.17142,"B14","8","U111","8","mineral","POLAND"
"559","16438",27,63,10,24.7,0,2.5,0,60.5,16.7,"WGS84",49.60033,19.97983,"E20","8","U111","8","mineral","POLAND"
"560","16439",10,84,6,14.9,3,1.6,44.9,108.4,14,"WGS84",49.912559,19.932565,"E10","8","U370","8","mineral","POLAND"
"561","16440",17,73,10,10.6,3,1.2,177.8,408.9,11.3,"WGS84",49.907682,19.987846,"B16","8","U111","8","mineral","POLAND"
"562","16441",17,53,30,23.8,0,2.3,50.6,98.5,6.7,"WGS84",49.71197,19.94702,"E20","8","U111","8","mineral","POLAND"
"563","16442",23,57,20,50.4,3,3.9,83.5,215.2,23,"WGS84",49.633482,20.014642,"E30","8","U400","8","mineral","POLAND"
"564","16443",22,46,32,45.3,0,2.6,12.5,79.8,10.3,"WGS84",49.75241,19.89934,"C30","8","U400","8","mineral","POLAND"
"565","16444",18,67,15,14.8,0,1.5,56,136.5,10.1,"WGS84",49.82426,20.11085,"B54","8","U111","8","mineral","POLAND"
"566","16446",18,67,14,14,2,1.6,52.1,247.4,9.1,"WGS84",49.78868,20.10332,"B11","8","U111","8","mineral","POLAND"
"567","16447",7,25,67,11.9,1,1.4,44.3,69.4,6.3,"WGS84",54.012561,15.602564,"B14","8","U111","8","mineral","POLAND"
"568","16448",4,8,88,16,1,1,39.8,38.9,5.5,"WGS84",53.973532,15.629654,"C30","8","U400","8","mineral","POLAND"
"569","16449",14,36,50,33.4,1,2.9,0,56.8,11.9,"WGS84",54.003995,15.755567,"E10","8","U400","8","mineral","POLAND"
"570","16450",13,29,58,10.5,1,1.2,31.3,253,7.6,"WGS84",54.020465,15.788472,"B11","8","U111","8","mineral","POLAND"
"571","16452",7,21,72,18.6,2,1.6,79.8,85.1,7.6,"WGS84",54.145859,16.174556,"A22","8","U312","8","mineral","POLAND"
"572","16453",4,10,86,10.1,1,0.8,76.1,38.3,0,"WGS84",53.80745,16.09432,"C30","8","U120","8","mineral","POLAND"
"573","16454",4,9,88,13.5,0,1.1,71.9,68.9,0,"WGS84",53.858,16.16274,"E20","8","U364","8","mineral","POLAND"
"574","16455",11,35,53,11.6,0,1,20.9,84.5,9,"WGS84",53.75291,16.45188,"B18","8","U111","8","mineral","POLAND"
"575","16456",13,24,63,7.9,2,1,14.2,93.8,6.4,"WGS84",54.11632,15.678754,"B18","8","U111","8","mineral","POLAND"
"576","16458",21,55,24,20.4,1,2.1,53.9,178,5.7,"WGS84",49.813852,20.024373,"A11","8","U370","8","mineral","POLAND"
"577","16459",14,75,10,22.2,1,2.2,0,157,4.7,"WGS84",49.892378,19.95651,"E10","8","U400","8","mineral","POLAND"
"578","16460",10,86,3,12.6,2,1.5,12.9,38.6,6.4,"WGS84",49.872122,19.980389,"E20","8","U111","8","mineral","POLAND"
"579","16461",10,87,3,13.1,0,1.4,11.3,87.2,7.5,"WGS84",49.859184,19.921458,"E20","8","U111","8","mineral","POLAND"
"580","16462",18,66,16,9.2,0,1.1,28.3,55.7,5.8,"WGS84",49.722426,20.033263,"E20","8","U111","8","mineral","POLAND"
"581","16463",36,57,7,11,0,1.2,0,191.8,18,"WGS84",49.84989,20.22877,"E20","8","U400","8","mineral","POLAND"
"582","16464",14,79,7,13.3,0,1.5,15.3,97.3,9.5,"WGS84",49.90574,20.21259,"B21","8","U111","8","mineral","POLAND"
"583","16466",20,67,13,26.2,1,2.7,22,74.9,9,"WGS84",49.68603,19.82962,"E20","8","U111","8","mineral","POLAND"
"584","16467",18,45,38,12.7,1,1.4,0,64.3,7.8,"WGS84",49.62783,19.87364,"E20","8","U111","8","mineral","POLAND"
"585","16468",21,78,2,6.1,0,0.8,32,96.6,11.6,"WGS84",50.85361,23.18936,"B54","8","U111","8","mineral","POLAND"
"586","16469",10,85,5,6.6,21,0.9,30.6,85.5,9.6,"WGS84",50.87449,23.1664,"B15","8","U111","8","mineral","POLAND"
"587","16471",18,79,3,9.7,0,1.2,0,138.7,8.6,"WGS84",50.87591,23.31162,"B15","B32","U111","8","mineral","POLAND"
"588","16472",21,42,37,14.5,18,1.5,16.3,231.9,18.4,"WGS84",50.79098,23.25812,"B11","8","U111","8","mineral","POLAND"
"589","16473",13,85,2,9.1,85,1.2,26,166.3,12.1,"WGS84",50.84064,23.3014,"B13","8","U111","8","mineral","POLAND"
"590","16474",13,73,14,12.8,0,1.5,55,145.9,9.2,"WGS84",50.75894,23.21999,"B23","8","U113","8","mineral","POLAND"
"591","16475",33,63,4,114.1,597,10,0,28.4,37.4,"WGS84",50.72366,23.20988,"E20","8","U111","8","organic","POLAND"
"592","16476",9,76,14,7.1,2,0.9,41.9,76.9,8,"WGS84",50.76151,23.50975,"B13","8","U111","8","mineral","POLAND"
"593","16477",15,84,1,8.9,0,1.1,24.9,155.4,10.2,"WGS84",50.83201,23.53043,"B13","8","U111","8","mineral","POLAND"
"594","16478",26,24,51,30.5,19,2.9,14.7,309.6,31.3,"WGS84",50.66561,23.39511,"B11","8","U111","8","mineral","POLAND"
"595","16500",12,83,5,8.1,2,1,90.3,247,10.8,"WGS84",51.18577,22.49919,"B13","8","U111","8","mineral","POLAND"
"596","16501",6,71,23,9.8,1,1,17.8,96.2,4.7,"WGS84",51.04131,22.48866,"B41","8","U111","8","mineral","POLAND"
"597","16502",7,47,45,8.6,2,1,15.8,83.2,8.4,"WGS84",51.12661,22.54109,"B13","8","U111","8","mineral","POLAND"
"598","16503",9,69,22,13.3,5,1.2,154.9,419.2,11.8,"WGS84",50.98216,22.53047,"B13","8","U111","8","mineral","POLAND"
"599","16505",6,73,21,12,0,1.2,74.9,177.6,4.7,"WGS84",51.154,22.28701,"B11","8","U111","8","mineral","POLAND"
"600","16506",16,80,5,10.2,0,1.2,12.8,149.2,8.3,"WGS84",51.00045,22.36161,"B15","8","U111","8","mineral","POLAND"
"601","16507",11,64,25,20.4,0,1.6,40.1,143.4,3.7,"WGS84",50.95344,22.291,"C30","8","U120","8","mineral","POLAND"
"602","16508",4,24,71,7.4,1,0.8,42.9,72.9,3.5,"WGS84",50.94176,22.23009,"B11","8","U111","8","mineral","POLAND"
"603","16510",19,58,22,9.6,0,1.2,17.3,195.4,16.4,"WGS84",50.66539,22.76109,"E20","8","U111","8","mineral","POLAND"
"604","16511",21,77,2,9.3,1,1.1,39.4,275.9,9.6,"WGS84",50.57088,23.42527,"B13","8","U111","8","mineral","POLAND"
"605","16512",8,82,10,10.8,0,1.1,10.1,97.9,3.7,"WGS84",50.72243,22.57512,"B41","8","U111","8","mineral","POLAND"
