"","SAMPLE_ID","CLAY","SILT","SAND","SOC","CaCO3","N","P","K","CEC","GPS_PROJ","GPS_LAT","GPS_LONG","LC1","LC2","LU1","LU2","MINERAL","COUNTRY"
"813","16767",4,16,80,9,0,0.8,42.5,91.5,4.6,"WGS84",52.28268,22.95914,"B41","8","U111","8","mineral","POLAND"
"814","16768",6,41,54,12.4,1,1.1,19.5,42.3,3.1,"WGS84",52.19765,22.90431,"B14","8","U111","8","mineral","POLAND"
"815","16769",6,36,58,20.6,0,1.9,28.8,57.5,4.8,"WGS84",52.1976,23.23213,"E10","8","U111","8","mineral","POLAND"
"816","16770",5,18,77,55.5,1,2.2,14.1,49.2,10.2,"WGS84",51.38643,22.49631,"C30","8","U120","8","mineral","POLAND"
"817","16771",6,50,44,13.5,0,1.2,16.6,38,3.1,"WGS84",51.3717,22.46295,"B15","8","U111","8","mineral","POLAND"
"818","16772",15,83,2,11.8,1,1.4,53.8,181.5,13.7,"WGS84",51.3278,22.36328,"E20","8","U111","8","mineral","POLAND"
"819","16773",18,79,3,3.4,1,0.4,28,87.1,9.8,"WGS84",51.31865,22.44835,"B75","E10","U111","8","mineral","POLAND"
"820","16774",12,85,3,8.8,0,1,15.6,65.9,9.6,"WGS84",51.30025,22.61829,"B32","8","U111","8","mineral","POLAND"
"821","16775",4,35,61,9.9,0,1,71.9,20.6,2.9,"WGS84",51.35323,22.63304,"B15","8","U111","8","mineral","POLAND"
"822","16776",13,51,36,21.3,11,2.2,21.9,186.2,18.7,"WGS84",51.29639,23.14285,"B15","8","U111","8","mineral","POLAND"
"823","16777",10,54,36,12,0,1.2,18.1,109.7,9.8,"WGS84",51.23375,23.21214,"B18","8","U111","8","mineral","POLAND"
"824","16778",5,35,60,8.4,1,1,19.9,63.8,3.9,"WGS84",52.36913,22.83521,"B14","8","U111","8","mineral","POLAND"
"825","16779",8,25,67,10.4,1,1.2,33.8,94.4,5.9,"WGS84",52.42642,22.64253,"B14","8","U111","8","mineral","POLAND"
"826","16780",8,17,74,9.8,1,1.1,16.3,87.1,4.5,"WGS84",52.46371,22.80311,"B15","8","U111","8","mineral","POLAND"
"827","16781",6,16,78,5.9,0,0.7,73.6,63.3,20.2,"WGS84",52.53607,22.97453,"B15","8","U111","8","mineral","POLAND"
"828","16782",4,16,80,7.5,0,0.7,38.7,0,2.9,"WGS84",52.62889,22.79165,"B15","8","U111","8","mineral","POLAND"
"829","16783",6,12,82,7.9,0,0.8,74,77.8,4.6,"WGS84",52.60024,23.05382,"E30","8","U112","8","mineral","POLAND"
"830","16784",2,5,93,0,25,0,0,40.4,2.7,"WGS84",52.61852,22.54823,"F00","8","U312","8","mineral","POLAND"
"831","16785",34,36,31,182.8,1,11.6,0,84,63.1,"WGS84",53.91725,22.66119,"E20","8","U111","8","organic","POLAND"
"832","16786",5,19,76,7.4,0,0.9,31.7,51,3.4,"WGS84",53.82635,15.7008,"B18","8","U111","8","mineral","POLAND"
"833","16787",3,6,92,13.9,1,1.2,57.5,247.1,2.4,"WGS84",52.67401,23.04594,"E20","8","U111","8","mineral","POLAND"
"834","16788",3,8,89,10.3,1,0.9,25.5,39.2,5.6,"WGS84",52.62907,23.12276,"B15","8","U111","8","mineral","POLAND"
"835","16790",11,28,62,9.3,1,1,12.3,72.2,4.9,"WGS84",54.17851,22.42751,"E20","8","U111","8","mineral","POLAND"
"836","16791",5,14,81,11.9,1,1.3,36.6,57.9,3.8,"WGS84",54.27281,22.39338,"C10","8","U400","8","mineral","POLAND"
"837","16792",3,6,91,14.9,0,1.2,106.4,81.7,0,"WGS84",53.66137,22.67401,"B16","8","U111","8","mineral","POLAND"
"838","16793",14,23,64,10.2,0,1.4,30.2,137,7.9,"WGS84",53.76099,22.76597,"B16","8","U111","8","mineral","POLAND"
"839","16794",12,84,3,13.8,1,1.5,0,58.7,12.6,"WGS84",50.93194,21.07265,"B14","8","U111","8","mineral","POLAND"
"840","16795",8,78,14,27.7,3,2.6,0,55.9,20.5,"WGS84",50.87329,21.11613,"E10","8","U111","8","mineral","POLAND"
"841","16796",17,79,4,19.1,1,1.7,28.7,199.4,6.5,"WGS84",49.93805,18.75661,"B32","8","U111","8","mineral","POLAND"
"842","16797",9,77,14,17.1,0,1.4,31.5,163.2,8.3,"WGS84",50.06208,19.45601,"E10","8","U400","8","mineral","POLAND"
"843","16798",16,43,41,16.2,0,1.5,0,94.2,12.3,"WGS84",49.9016,18.75019,"E10","8","U111","8","mineral","POLAND"
"844","16799",19,74,8,26.8,6,2.5,27.1,159.8,21.1,"WGS84",50.31271,19.70485,"E20","8","U111","8","mineral","POLAND"
"845","16800",23,25,53,46.3,8,3.7,0,119.5,26.6,"WGS84",50.20219,19.51238,"E20","8","U350","8","mineral","POLAND"
"846","16801",17,80,3,5.9,1,0.6,0,84.1,5.3,"WGS84",50.16554,19.73136,"C30","8","U120","8","mineral","POLAND"
"847","16802",12,84,4,16.4,0,1.6,55.2,160.9,4.4,"WGS84",50.08958,19.77203,"B11","8","U111","8","mineral","POLAND"
"848","16803",14,75,11,12.5,0,1.4,47.7,157.6,9.2,"WGS84",50.40646,19.6675,"B15","B11","U111","8","mineral","POLAND"
"849","16804",2,2,97,9.1,0,0.6,0,36.9,0,"WGS84",50.35777,19.6006,"C20","8","U120","8","mineral","POLAND"
"850","16806",14,78,8,19.2,1,1.9,48.6,298.3,9.6,"WGS84",49.96677,19.07142,"B13","8","U111","8","mineral","POLAND"
"851","16807",5,11,83,7.8,3,1,11.9,41.9,6.3,"WGS84",50.51797,19.63353,"B14","8","U111","8","mineral","POLAND"
"852","16808",10,34,56,77,0,5.2,79.5,142.1,6.9,"WGS84",50.63289,19.11499,"E20","8","U112","8","mineral","POLAND"
"853","16809",2,4,94,2.4,0,0.3,30.6,21,0,"WGS84",50.65294,19.09039,"B14","8","U111","8","mineral","POLAND"
"854","16810",18,17,64,11.7,2,1.2,10.5,76,11.6,"WGS84",50.52215,19.80502,"B14","8","U111","8","mineral","POLAND"
"855","16811",14,81,5,27.9,0,2.4,13,128,6.1,"WGS84",50.01598,19.78504,"E10","8","U112","8","mineral","POLAND"
"856","16812",13,81,6,13.7,1,1.2,30.6,210.3,5.4,"WGS84",50.03362,18.43692,"C30","8","U400","8","mineral","POLAND"
"857","16813",4,13,83,11.3,0,1,21,57.5,5.4,"WGS84",49.94249,18.44883,"E30","8","U400","8","mineral","POLAND"
"858","16814",55,36,9,56.1,1,4.9,27,213.5,27.2,"WGS84",49.96658,18.36884,"E20","8","U111","8","mineral","POLAND"
"859","16815",18,78,3,18.1,0,1.8,30.9,176.4,13.4,"WGS84",50.08124,18.04993,"B11","8","U111","8","mineral","POLAND"
"860","16816",19,77,5,11.9,1,1.3,42.1,190.5,11.9,"WGS84",50.08785,18.19316,"B11","8","U111","8","mineral","POLAND"
"861","16817",14,75,11,17.5,0,1.7,62.7,283.4,10.9,"WGS84",50.05201,18.18737,"B22","8","U111","8","mineral","POLAND"
"862","16818",13,76,12,15.3,4,1.7,63,282.8,10.9,"WGS84",50.27031,18.16844,"B11","8","U111","8","mineral","POLAND"
"863","16819",17,79,4,10.2,1,1.2,52.9,151.4,11.4,"WGS84",50.18114,18.1529,"B11","8","U111","8","mineral","POLAND"
"864","16820",7,56,37,12.5,8,1.3,78.4,158.9,10.5,"WGS84",50.35179,18.0409,"B11","8","U111","8","mineral","POLAND"
"865","16821",3,7,90,29.5,0,1.2,14.8,19.6,2.6,"WGS84",50.21852,18.38514,"C30","8","U120","8","mineral","POLAND"
"866","16822",3,10,87,16.2,0,0.9,123.2,60.2,3.1,"WGS84",50.43509,18.14023,"E10","8","U400","8","mineral","POLAND"
"867","16823",5,22,72,9,1,0.8,52.2,65.9,0,"WGS84",50.48409,18.461,"B18","8","U111","8","mineral","POLAND"
"868","16828",2,3,96,2.4,0,0,0,16.3,0,"WGS84",50.24483,19.43604,"C20","8","U120","8","mineral","POLAND"
"869","16829",3,4,93,8.1,0,0.4,27.5,19.4,0,"WGS84",50.67488,18.32447,"C20","8","U120","8","mineral","POLAND"
"870","16830",4,8,88,16.4,0,1.5,35.9,56.3,3.4,"WGS84",50.56983,18.2774,"E20","8","U111","8","mineral","POLAND"
"871","16831",13,17,69,11.2,6,1.2,25.2,170.4,12,"WGS84",50.53413,18.27109,"B32","8","U111","8","mineral","POLAND"
"872","16832",4,7,89,18.3,3,1.6,66.3,63.1,6.1,"WGS84",50.56786,18.04963,"A11","8","U370","8","mineral","POLAND"
"873","16833",21,14,64,9.3,115,0.8,0,139.2,12.9,"WGS84",50.54818,18.07461,"E10","8","U400","8","mineral","POLAND"
"874","16834",9,46,45,13,0,1.1,60.5,292.4,6.1,"WGS84",50.23758,18.6145,"B11","8","U111","8","mineral","POLAND"
"875","16835",16,81,3,17.8,0,1.7,50.3,175.9,4.4,"WGS84",49.98445,19.29989,"B11","8","U111","8","mineral","POLAND"
"876","16836",16,81,3,22,0,1.9,13.6,159,4.8,"WGS84",50.02235,19.27911,"E20","8","U111","8","mineral","POLAND"
"877","16837",15,83,2,16.5,2,1.6,0,62.9,8.9,"WGS84",50.21417,19.79785,"E20","8","U111","8","mineral","POLAND"
"878","16838",8,9,83,20.9,0,1.9,14,30.1,7.8,"WGS84",50.47482,21.10669,"E20","8","U111","8","mineral","POLAND"
"879","16839",31,41,27,25.3,0,2.4,16.5,72,17,"WGS84",50.49528,21.083,"E20","8","U111","8","mineral","POLAND"
"880","16839",31,41,27,25.3,0,2.4,16.5,72,17,"WGS84",50.49528,21.083,"E20","8","U111","8","mineral","POLAND"
"881","16840",4,4,92,11.8,0,1.1,20.1,41.4,6.1,"WGS84",50.49105,20.9393,"G20","8","U111","8","mineral","POLAND"
"882","16841",21,28,51,19.9,400,2.2,16.7,250.1,20.5,"WGS84",50.61407,20.59619,"B14","8","U111","8","mineral","POLAND"
"883","16842",15,75,10,8.7,1,1,11.1,48.2,7,"WGS84",49.87397,22.01004,"E10","8","U111","8","mineral","POLAND"
"884","16843",17,30,53,10.5,1,1.4,13.1,103.3,10.6,"WGS84",51.98094,21.30301,"B14","8","U111","8","mineral","POLAND"
"885","16844",1,6,93,10.5,0,0.8,46.3,36.6,2.1,"WGS84",51.97976,21.12562,"E10","8","U400","8","mineral","POLAND"
"886","16845",1,3,96,12.6,1,0.5,35.5,27.2,4.3,"WGS84",51.756,21.1874,"C20","8","U120","8","mineral","POLAND"
"887","16846",5,27,68,20.4,0,1.8,85.6,81.3,4.9,"WGS84",51.81233,19.52892,"E10","8","U111","8","mineral","POLAND"
"888","16847",8,23,69,34.9,35,2.5,79.5,519.2,18.8,"WGS84",51.84558,19.56534,"E30","8","U400","8","mineral","POLAND"
"889","16848",11,86,4,11.9,1,1.4,30.7,142.6,7.6,"WGS84",49.89,20.77241,"B16","8","U111","8","mineral","POLAND"
"890","16849",14,75,10,17.2,0,1.9,53.6,198.2,11.8,"WGS84",49.87941,20.88271,"B75","E10","U111","8","mineral","POLAND"
"891","16850",10,19,72,9.5,2,1.1,0,44.9,9.4,"WGS84",52.28676,19.48309,"E20","8","U111","8","mineral","POLAND"
"892","16851",2,8,90,29.6,1,1.8,0,36.3,5,"WGS84",49.99919,20.76896,"C30","8","U120","8","mineral","POLAND"
"893","16852",22,69,8,37.2,1,3,0,81.6,13.2,"WGS84",49.97414,20.65035,"E20","8","U111","8","mineral","POLAND"
"894","16853",5,19,76,7.1,1,0.7,51.5,95.3,4.9,"WGS84",52.16217,19.45643,"B11","8","U111","8","mineral","POLAND"
"895","16854",7,15,78,10.2,1,1.3,35.4,107.9,8.2,"WGS84",52.14269,19.2458,"B11","8","U111","8","mineral","POLAND"
"896","16855",24,47,29,31.4,1,2.7,0,118.9,12.7,"WGS84",49.49444,19.09393,"C20","8","U120","8","mineral","POLAND"
"897","16856",11,24,65,79.3,1,3.8,0,115.4,14.7,"WGS84",49.62363,19.0625,"C30","8","U120","8","mineral","POLAND"
"898","16857",27,57,16,35.1,2,3.2,0,180.5,0,"WGS84",49.6299,19.42681,"E10","8","U400","8","mineral","POLAND"
"899","16858",21,71,8,15.5,2,1.6,76,530.8,0,"WGS84",49.88435,19.19612,"C10","8","U400","8","mineral","POLAND"
"900","16859",37,37,25,38.3,1,3,12.3,118.8,14.7,"WGS84",49.69899,18.79714,"C10","8","U120","8","mineral","POLAND"
"901","16860",24,38,38,24,1,2.2,13,78,14,"WGS84",49.61472,19.17246,"E30","8","U400","8","mineral","POLAND"
"902","16861",7,27,65,59.3,1,3.5,87.9,76.2,9.8,"WGS84",51.83246,19.50392,"C10","8","U120","8","mineral","POLAND"
"903","16862",3,47,50,10.6,0,1,26.9,59.7,8.9,"WGS84",51.86806,19.51147,"E30","8","U400","8","mineral","POLAND"
"904","16863",8,17,75,13.3,0,1.5,32.1,32.1,7.8,"WGS84",51.93455,19.58436,"E20","8","U111","8","mineral","POLAND"
"905","16864",5,32,62,13,1,1.2,32,42.7,5.9,"WGS84",51.80762,19.58651,"E30","8","U112","8","mineral","POLAND"
"906","16865",2,6,92,3.8,0,0.3,21.9,35.9,2.2,"WGS84",51.81593,19.70552,"C30","8","U400","8","mineral","POLAND"
"907","16866",1,10,89,9.7,1,0.7,30.2,32.3,2.6,"WGS84",51.93565,19.79026,"B14","8","U111","8","mineral","POLAND"
"908","16867",2,17,81,35,1,1.6,11,35.1,5.3,"WGS84",51.70917,19.68247,"C30","8","U120","8","mineral","POLAND"
"909","16868",1,10,88,6.4,0,0.7,23.6,32.4,3.9,"WGS84",51.66052,19.61358,"B54","8","U111","8","mineral","POLAND"
"910","16869",2,8,90,5.3,1,0.7,23.4,21.5,2.7,"WGS84",51.65103,19.72833,"E10","8","U120","8","mineral","POLAND"
"911","16870",1,8,90,21.1,1,1.2,87.9,31.1,3.8,"WGS84",51.67287,19.23669,"C10","8","U120","8","mineral","POLAND"
"912","16871",3,49,48,9.1,0,1,27.2,55.2,8,"WGS84",51.40788,22.12221,"B54","8","U111","8","mineral","POLAND"
"913","16872",20,69,10,12.2,14,1.5,23.2,138.3,17.8,"WGS84",51.36663,21.99446,"B54","8","U111","8","mineral","POLAND"
"914","16873",16,79,5,8.5,0,1.1,14.8,111.8,10.2,"WGS84",50.66982,19.55064,"B14","8","U111","8","mineral","POLAND"
"915","16874",2,5,94,3.5,0,0.4,36.2,27.9,0,"WGS84",50.7813,19.51629,"E10","8","U400","8","mineral","POLAND"
"916","16875",3,11,86,5.6,2,0.6,34.5,99.6,3,"WGS84",50.87634,19.67936,"B18","8","U111","8","mineral","POLAND"
"917","16876",11,69,20,13,0,1.4,31,199.3,4.6,"WGS84",50.65803,19.69103,"B18","8","U111","8","mineral","POLAND"
"918","16877",15,15,70,88.5,0,6.6,0,26.2,37.2,"WGS84",50.88699,19.76771,"E20","8","U111","8","mineral","POLAND"
"919","16878",8,12,81,9.5,3,1,30.3,96,8.1,"WGS84",50.83251,20.18666,"C20","8","U120","8","mineral","POLAND"
"920","16879",4,17,79,15.9,1,1.2,27,36.4,0,"WGS84",50.71083,19.0446,"B15","8","U111","8","mineral","POLAND"
"921","16880",4,6,90,19.6,0,1.6,49.7,78.6,6.5,"WGS84",50.94619,19.49283,"B23","8","U111","8","mineral","POLAND"
"922","16882",3,23,74,6.9,0,0.8,27.3,58.1,2.6,"WGS84",50.96687,19.23841,"A22","8","U312","U111","mineral","POLAND"
"923","16883",3,13,84,7.2,0,0.6,52.2,31.3,0,"WGS84",50.87122,19.07594,"E10","8","U112","8","mineral","POLAND"
"924","16885",6,46,48,15.3,0,0.8,0,40.8,2.1,"WGS84",51.02556,18.47392,"C30","8","U120","8","mineral","POLAND"
"925","16886",6,33,61,11.9,0,1.3,44.5,139.5,5.8,"WGS84",50.81677,18.60736,"B14","8","U111","8","mineral","POLAND"
"926","16887",6,24,70,16.3,1,1.4,48.2,41.2,6.3,"WGS84",50.93427,18.48586,"B54","8","U111","8","mineral","POLAND"
"927","16888",8,23,70,17.1,0,1.5,25.1,136,3.4,"WGS84",51.01186,18.41399,"B14","8","U111","8","mineral","POLAND"
"928","16889",6,34,59,12,0,1,20.8,50.5,3.9,"WGS84",50.99357,18.89887,"B14","8","U111","8","mineral","POLAND"
"929","16890",7,51,42,11.7,0,1.1,41,76,4.7,"WGS84",50.99299,18.66894,"B15","8","U111","8","mineral","POLAND"
"930","16891",3,6,91,9.7,0,0.8,64.3,25.9,4.3,"WGS84",50.89957,18.70875,"B14","8","U111","8","mineral","POLAND"
"931","16892",4,12,84,6.6,2,0.7,43.5,23.7,0,"WGS84",50.68239,20.03927,"E20","8","U111","8","mineral","POLAND"
"932","16893",4,10,86,13.1,0,1.2,13.4,36.9,3.8,"WGS84",50.97186,20.04473,"E20","8","U111","8","mineral","POLAND"
"933","16895",15,25,60,8,0,1,11.2,126.9,6.8,"WGS84",50.68165,19.8389,"B15","8","U111","8","mineral","POLAND"
"934","16896",6,9,84,130.6,0,8.3,32.7,48.3,29.1,"WGS84",50.8086,19.8372,"E20","8","U111","8","organic","POLAND"
"935","16897",7,10,83,5.8,0,0.5,12.3,23.3,4,"WGS84",50.69059,19.29771,"E20","8","U111","8","mineral","POLAND"
"936","16898",3,10,87,6.3,0,0.7,41.7,32.4,2.5,"WGS84",50.89514,19.88436,"E20","8","U111","8","mineral","POLAND"
"937","16899",3,8,89,9.9,0,0.9,45.8,53.6,2.6,"WGS84",51.00187,19.90727,"B52","8","U111","8","mineral","POLAND"
"938","16900",9,87,3,11.7,3,1.3,23.8,135.4,6.6,"WGS84",50.8978,21.23732,"B41","B15","U111","8","mineral","POLAND"
"939","16901",6,31,63,3.6,4,0.4,15.2,35.3,7.9,"WGS84",50.94547,21.30667,"B14","8","U111","8","mineral","POLAND"
"940","16902",9,19,72,6.4,0,0.8,0,57,5.1,"WGS84",51.25634,20.10729,"B14","8","U111","8","mineral","POLAND"
"941","16903",5,35,60,12.5,1,1.3,0,25.8,5.6,"WGS84",51.33487,20.03768,"E20","8","U111","8","mineral","POLAND"
"942","16904",4,24,72,12.9,1,1.1,33.9,41.3,3.9,"WGS84",51.34462,19.92371,"C20","8","U120","8","mineral","POLAND"
"943","16905",8,43,49,26.1,0,2.5,16.4,88.4,5.7,"WGS84",50.89602,20.48826,"E20","8","U111","8","mineral","POLAND"
"944","16906",3,4,93,20.2,0,1.7,0,27.8,5.1,"WGS84",50.94167,20.182,"E20","8","U111","8","mineral","POLAND"
"945","16907",4,17,79,13.1,0,1.2,42.7,38.5,0,"WGS84",50.8758,20.31118,"B14","8","U111","8","mineral","POLAND"
"946","16908",4,13,83,12.2,0,1.1,43.5,110.4,4,"WGS84",50.72601,20.36379,"E20","8","U400","8","mineral","POLAND"
"947","16909",4,18,78,12.3,2,1,12.2,48.2,3.7,"WGS84",50.64988,20.40395,"B14","8","U111","8","mineral","POLAND"
"948","16910",4,19,77,9.3,1,0.9,88.3,47.1,2.2,"WGS84",51.19116,21.0195,"C20","E10","U120","8","mineral","POLAND"
"949","16911",6,44,50,27.3,2,2.3,63.5,134.9,6.1,"WGS84",51.04834,20.20565,"B21","8","U111","8","mineral","POLAND"
"950","16912",5,45,50,10.4,0,1,26.6,69.2,6.5,"WGS84",51.12436,21.14813,"B14","8","U111","8","mineral","POLAND"
"951","16913",2,18,80,8.1,0,0.7,34.2,72.5,0,"WGS84",51.25124,21.15015,"B13","8","U111","8","mineral","POLAND"
"952","16914",2,3,95,6.7,0,0.6,43,32.1,2.1,"WGS84",51.05523,19.91877,"E20","8","U111","8","mineral","POLAND"
"953","16915",5,33,62,11.9,0,1,60.8,49.4,0,"WGS84",51.11829,19.81696,"B13","8","U111","8","mineral","POLAND"
"954","16916",6,52,42,9.9,1,1,45,112.2,2.6,"WGS84",51.31397,19.85909,"B13","8","U111","8","mineral","POLAND"
"955","16917",20,23,57,27.8,1,2.8,22,82,19.6,"WGS84",51.34523,20.12705,"B18","8","U111","8","mineral","POLAND"
"956","16918",5,13,81,8.4,0,0.8,14.3,41.5,4.6,"WGS84",51.22863,20.41972,"C10","8","U120","8","mineral","POLAND"
"957","16919",5,22,73,10.6,0,1,13.2,48.1,3.4,"WGS84",51.22766,20.82528,"E10","8","U111","8","mineral","POLAND"
"958","16920",3,0,97,4,1,0.2,0,31.1,2.8,"WGS84",51.28257,21.01261,"C30","8","U120","8","mineral","POLAND"
"959","16921",4,30,66,9.6,0,0.9,0,64,5.7,"WGS84",51.27715,21.06934,"B15","8","U111","8","mineral","POLAND"
"960","16922",10,35,55,10.6,0,1.2,0,59.9,4.8,"WGS84",51.35765,21.1763,"E30","8","U112","8","mineral","POLAND"
"961","16923",2,4,93,11.6,0,1.1,19,32.6,3.2,"WGS84",51.27558,20.89473,"E20","8","U111","8","mineral","POLAND"
"962","16924",16,22,61,5.2,0,0.7,11.7,100,5.8,"WGS84",51.30844,20.93188,"B13","B15","U111","8","mineral","POLAND"
"963","16925",3,27,70,12.7,3,1.4,55.5,175.4,7.5,"WGS84",51.37496,20.80221,"A22","8","U312","8","mineral","POLAND"
"964","16926",23,35,42,7.8,1,0.9,21.3,120.8,13.6,"WGS84",50.63638,19.9436,"B11","8","U111","8","mineral","POLAND"
"965","16927",14,23,63,12.6,1,1.2,38.6,189.2,9.5,"WGS84",50.64682,20.0316,"B13","8","U111","8","mineral","POLAND"
"966","16928",14,41,44,10.6,1,1.1,34.8,151.2,7.1,"WGS84",51.37559,20.59878,"E10","8","U112","8","mineral","POLAND"
"967","16929",3,15,82,9.4,0,0.9,49.4,58.9,3.3,"WGS84",51.39365,20.39944,"B18","8","U111","8","mineral","POLAND"
"968","16930",3,7,90,7.1,0,0.7,36.2,30.3,2.8,"WGS84",51.50523,20.16283,"E30","8","U112","8","mineral","POLAND"
"969","16931",5,23,72,25.9,0,2.3,39.9,90.1,8.5,"WGS84",51.66519,20.19892,"B21","8","U111","8","mineral","POLAND"
"970","16932",19,31,50,62.6,1,5.8,20.9,62.4,25,"WGS84",51.64247,20.25222,"E20","8","U111","8","mineral","POLAND"
"971","16933",7,47,46,9.6,2,0.8,27.8,139.5,4.2,"WGS84",51.58659,20.26855,"B11","8","U111","8","mineral","POLAND"
"972","16934",1,6,92,12.4,1,0.9,64.5,41.9,2.3,"WGS84",51.52055,20.39946,"B14","8","U111","8","mineral","POLAND"
"973","16936",4,9,87,22.4,1,2,17.7,53.1,5,"WGS84",51.48476,20.5952,"E20","8","U111","8","mineral","POLAND"
"974","16937",8,20,72,9.4,7,0.9,22.4,52.9,10.8,"WGS84",51.56041,20.75898,"E20","8","U400","8","mineral","POLAND"
"975","16938",4,14,82,12.1,0,0.8,33.5,32.1,0,"WGS84",51.0475,20.81158,"E20","8","U111","8","mineral","POLAND"
"976","16939",7,17,76,10,0,1,0,46.7,5.6,"WGS84",51.4421,21.05117,"B18","8","U111","8","mineral","POLAND"
"977","16940",7,18,75,7,2,0.8,96.5,59.5,6,"WGS84",51.50622,20.9504,"B18","8","U111","8","mineral","POLAND"
"978","16941",2,3,95,6.6,1,0.7,22.8,26.4,3.6,"WGS84",50.73582,20.65298,"C10","8","U400","8","mineral","POLAND"
"979","16942",6,22,72,7.2,0,0.9,28.1,74.9,4.7,"WGS84",50.61348,20.7963,"B45","8","U111","8","mineral","POLAND"
"980","16943",2,7,91,6.8,1,0.8,0,35.5,2.8,"WGS84",50.59043,20.84814,"E30","8","U112","8","mineral","POLAND"
"981","16944",2,5,93,6.7,0,0.8,15.3,27.5,0,"WGS84",50.65075,20.97682,"E30","8","U112","8","mineral","POLAND"
"982","16945",3,6,91,8.3,0,0.8,27.8,43.3,2.4,"WGS84",50.688927,20.95718,"E20","8","U400","8","mineral","POLAND"
"983","16946",3,37,61,9.8,0,0.9,33.5,37.9,3.7,"WGS84",51.0882,21.51572,"B15","8","U111","8","mineral","POLAND"
"984","16947",11,54,36,11.9,0,1.5,62.1,75,6.6,"WGS84",51.13212,21.43975,"E20","8","U111","8","mineral","POLAND"
"985","16948",5,18,78,8.5,1,0.5,35.3,30.9,3.8,"WGS84",51.17308,21.39197,"C30","8","U120","8","mineral","POLAND"
"986","16949",2,6,91,11.1,1,1,58.3,96.1,2.8,"WGS84",51.52294,21.15875,"B14","8","U111","8","mineral","POLAND"
"987","16950",3,3,94,10.2,1,0.8,57.4,39.2,3.2,"WGS84",51.51172,21.27283,"B15","8","U111","8","mineral","POLAND"
"988","16951",3,29,69,13.8,2,1.5,0,39.9,14.3,"WGS84",51.33827,21.37525,"B11","8","U111","8","mineral","POLAND"
"989","16952",3,3,94,3.9,0,0.3,42.3,28.4,2.2,"WGS84",51.297234,21.423114,"C20","8","U120","8","mineral","POLAND"
"990","16953",3,4,93,6.7,0,0.7,56.6,40.5,0,"WGS84",50.97816,21.34359,"E20","8","U111","8","mineral","POLAND"
"991","16954",3,6,91,11.3,0,0.7,33.1,21.6,0,"WGS84",51.01366,21.35234,"C20","8","U120","8","mineral","POLAND"
"992","16955",11,86,3,8,0,1,40,117.1,7,"WGS84",50.85406,21.31312,"B11","8","U111","8","mineral","POLAND"
"993","16956",16,81,3,13.7,2,1.3,60.3,307.9,12.3,"WGS84",50.7989,21.50108,"B11","8","U111","8","mineral","POLAND"
"994","16957",3,9,88,5.2,0,0.3,0,24.8,0,"WGS84",50.66452,21.20947,"C20","8","U120","8","mineral","POLAND"
"995","16958",17,79,4,13.9,2,1.5,0,70.5,14.2,"WGS84",50.65347,21.32142,"E20","8","U111","8","mineral","POLAND"
"996","16959",4,19,76,5.4,1,0.6,24.7,39.3,3.2,"WGS84",50.63019,21.37305,"B15","8","U111","8","mineral","POLAND"
"997","16960",2,25,73,4.6,1,0.8,14.6,45.9,7.6,"WGS84",50.56626,21.09987,"E30","8","U112","8","mineral","POLAND"
"998","16961",3,10,87,9.7,0,1,11.5,46.2,2.5,"WGS84",50.50883,21.31486,"B14","8","U111","8","mineral","POLAND"
"999","16962",19,31,51,10.5,0,1.2,0,99.8,8.7,"WGS84",50.49385,21.28263,"B14","8","U111","8","mineral","POLAND"
"1000","16963",5,20,75,8.5,1,1.1,42.1,170.7,3.7,"WGS84",52.33166,16.71483,"B13","8","U111","8","mineral","POLAND"
"1001","16964",11,17,72,5.3,29,0.7,27.5,191.8,7.3,"WGS84",52.315422,16.682901,"B32","8","U111","8","mineral","POLAND"
"1002","16965",4,12,85,13.9,37,1.1,32.5,149.3,5.8,"WGS84",52.318703,16.624452,"E10","8","U350","8","mineral","POLAND"
"1003","16966",3,8,89,6.1,0,0.6,42.8,40.4,0,"WGS84",52.365766,16.749522,"B18","8","U111","8","mineral","POLAND"
"1004","16967",12,23,65,16.2,31,1.7,11.3,407.2,15.9,"WGS84",52.408141,16.637865,"B13","8","U111","8","mineral","POLAND"
"1005","16968",3,13,84,5.5,0,0.7,46.1,110.6,17.4,"WGS84",52.395132,16.547349,"B16","8","U111","8","mineral","POLAND"
"1006","16969",6,23,71,7.3,1,1,32.5,93.5,2.3,"WGS84",52.343071,16.510161,"B11","8","U111","8","mineral","POLAND"
"1007","16970",5,15,80,8.3,0,0.9,35.1,50.9,3.6,"WGS84",52.434129,16.494048,"B32","8","U111","8","mineral","POLAND"
"1008","16971",3,9,87,12.7,1,0.8,43.1,19.2,8,"WGS84",52.43092,16.55266,"C30","8","U120","8","mineral","POLAND"
"1009","16972",15,23,62,22.3,33,2.4,22,144,19.3,"WGS84",52.507293,16.475249,"B18","8","U111","8","mineral","POLAND"
"1010","16974",20,34,46,53.2,17,5,59.7,236.9,32.4,"WGS84",52.51546,16.65406,"B16","8","U111","8","mineral","POLAND"
"1011","16975",4,22,74,8,0,1,26.6,41.4,3.7,"WGS84",52.617829,16.432231,"B13","8","U111","8","mineral","POLAND"
